id,grupo,nombre,descripcion,termino,visto
1660,programa,Precio de subasta explícita anual con Portugal sentido importador,"<p>en la subasta expl&iacute;cita trimestralLas subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al precio [€/MW] al que se ha asignado la capacidad en la subasta expl&iacute;cita anual en el sentido PT-&gt;ES para el año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1661,programa,Precio de subasta explícita anual con Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al precio [€/MW] al que se ha asignado la capacidad en la subasta expl&iacute;cita anual en el sentido ES-&gt;PT para el año siguiente.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1662,programa,Rentas de congestión subasta explícita mensual Portugal importación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRS, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual)</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita mensual en sentido PT-&gt;ES para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1663,programa,Rentas de congestión subasta explícita mensual Portugal exportación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRS, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual)</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita mensual en sentido ES-&gt;PT para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1664,programa,Rentas de congestión subasta explícita trimestral Portugal importación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRS, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual)</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita trimestral en sentido PT-&gt;ES para cada hora</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1665,programa,Rentas de congestión subasta explícita trimestral Portugal exportación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRS, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual)</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita trimestral en sentido ES-&gt;PT para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1666,programa,Rentas de congestión subasta explícita anual Portugal importación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRS, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual)</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita anual en sentido PT-&gt;ES para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1667,programa,Rentas de congestión subasta explícita anual Portugal exportación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRS, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual)</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita anual en sentido ES-&gt;PT para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",D+1,2026-08-31
1674,programa,Capacidad Reducida Largo Plazo Francia sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al volumen de derechos de capacidad [MW] asignados en las subastas de capacidad anual y mensual, en la direcci&oacute;n FR-&gt;ES, reducidos para cada hora por congesti&oacute;n sobrevenida en la interconexi&oacute;n.</p><p><b>Publicaci&oacute;n:</b>  Diariamente a las 14:00 con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
1675,programa,Capacidad Reducida Largo Plazo Francia sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al volumen de derechos de capacidad [MW] asignados en las subastas de capacidad anual y mensual, en la direcci&oacute;n ES-&gt;FR, reducidos para cada hora por congesti&oacute;n sobrevenida en la interconexi&oacute;n.</p><p><b>Publicaci&oacute;n:</b>  Diariamente a las 14:00 con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
1676,programa,Capacidad Reducida Largo Plazo Portugal sentido importador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al volumen de derechos de capacidad [MW] asignados en las subastas anual, trimestral y mensual, en la direcci&oacute;n PT-&gt;ES, reducidos para cada hora por congesti&oacute;n sobrevenida en la interconexi&oacute;n.</p><p><b>Publicaci&oacute;n:</b>  Diariamente a las 14:00 con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
1677,programa,Capacidad Reducida Largo Plazo Portugal sentido exportador,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Portugal y España. La capacidad de intercambio comercial se subasta en forma de Derechos Financieros de Capacidad (FTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual, trimestral y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere al volumen de derechos de capacidad [MW] asignados en las subastas anual, trimestral y mensual, en la direcci&oacute;n ES-&gt;PT, reducidos para cada hora por congesti&oacute;n sobrevenida en la interconexi&oacute;n.</p><p><b>Publicaci&oacute;n:</b>  Diariamente a las 14:00 con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
1678,programa,Compensaciones por reducciones de capacidad Francia-España importación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador representa en euros [€] para cada hora, el producto del valor de capacidad reducida en sentido FR-&gt;ES por el valor del spread de precios del Mercado Diario en sentido positivo (España – Francia).</p><p><b>Publicaci&oacute;n:</b>  Diariamente a las 14:00 con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
1679,programa,Compensaciones por reducciones de capacidad Francia-España exportación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador representa en euros [€] para cada hora, el producto del valor de capacidad reducida en sentido ES-&gt;FR por el valor del spread de precios del Mercado Diario en sentido positivo (Francia – España).</p><p><b>Publicaci&oacute;n:</b>  Diariamente a las 14:00 con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
